age,workclass,education,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,nativecountry,incomeUSD
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,48253
31,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,49402
29,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,25600
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,45,United-States,27815
27,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,34117
65,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,25055
37,Self-emp-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,33875
39,?,Masters,14,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,40,?,26319
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,26913
38,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,80,United-States,31391
48,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,148855
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,United-States,32565
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,142550
55,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,168472
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,45614
43,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,33146
26,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,35357
46,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,35322
35,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,76517
41,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,79054
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,22624
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,180647
19,?,Some-college,10,Never-married,?,Own-child,Black,Female,25,United-States,38706
36,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,154840
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,27043
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,23301
77,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,41079
22,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,35135
29,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,22486
62,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,22068
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,49163
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,38517
35,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,26494
29,Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,33132
76,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,22533
63,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,32990
23,?,Assoc-voc,11,Never-married,?,Own-child,Black,Female,15,United-States,37827
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,143733
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,44290
66,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,22053
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,35155
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,39197
47,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,40,United-States,39338
55,Local-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,27601
53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,46323
17,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,48,Mexico,25661
30,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,31424
49,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,23137
19,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,30,Haiti,45796
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,46310
26,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,22340
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,69514
36,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,107014
33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,44458
22,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,45748
43,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,34679
67,?,11th,7,Married-civ-spouse,?,Husband,White,Male,8,United-States,30333
30,?,Assoc-voc,11,Divorced,?,Unmarried,White,Female,40,United-States,37758
56,Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,23624
31,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,38344
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,158000
26,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,21785
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,167551
46,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,28130
59,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,181063
38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,156095
65,Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,40,United-States,21817
40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,185607
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,28057
26,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,41190
36,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,29351
62,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,162379
43,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,44986
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,161917
22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,42937
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,39805
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,23040
22,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,15,United-States,35322
57,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,95985
39,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,United-States,30111
26,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,47721
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,10,United-States,28861
40,State-gov,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,111324
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,24116
44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,42465
20,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,45238
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,20980
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,34788
46,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,27387
38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,48239
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,25211
46,Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,44865
25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,22006
46,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,30657
36,Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,20069
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States,32750
29,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,39035
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,197380
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,21874
19,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,27014
35,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,68539
27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,38254
46,Self-emp-not-inc,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,42823
34,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,?,121828
34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,37640
44,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,21556
45,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,46809
20,?,HS-grad,9,Never-married,?,Other-relative,White,Female,35,United-States,37835
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,145820
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,67926
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,37649
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,34053
50,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,135962
34,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,31484
28,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,32273
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,63084
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,21958
46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,23977
28,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,169796
32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,46890
41,Local-gov,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,38182
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,43552
33,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,27915
46,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,95465
31,State-gov,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,46880
35,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,59238
52,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,31365
30,Private,11th,7,Never-married,Other-service,Own-child,White,Female,19,United-States,32538
34,Local-gov,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,48702
34,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,25848
20,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,33109
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,41300
32,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,158616
29,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,31540
33,Private,10th,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,43438
25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,22623
36,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,20714
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,48017
63,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,146285
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,49220
80,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,24,United-States,28736
17,?,11th,7,Never-married,?,Own-child,White,Male,40,United-States,38513
40,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,28328
30,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,117993
27,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines,40160
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,140821
34,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,60,United-States,26762
34,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,39805
23,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,32285
42,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,28902
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,41970
45,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,22095
24,Federal-gov,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,40622
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,140898
27,Private,9th,5,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,46636
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,35,United-States,48575
44,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,40879
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,37576
20,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,25899
17,?,11th,7,Never-married,?,Own-child,White,Female,5,United-States,45631
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,42481
45,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,189616
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,175180
42,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,?,186051
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,112339
40,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,151664
30,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,43198
